Gender,Nationality,Class Level,Age,School Type,Main Administration,Candidacy type,Degree
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
male,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,487
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Private,Mecca,Self-Candidacy,460
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,567
female,Saudi,1,11,Private,Eastern,Self-Candidacy,680
female,Saudi,1,11,Governmental,Hail,Talented-Candidacy,633
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,487
male,Saudi,1,11,Private,Jawf,Self-Candidacy,507
male,Saudi,1,11,Private,Eastern,Self-Candidacy,553
male,Saudi,1,11,Private,Madinah,Self-Candidacy,573
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,553
male,Saudi,1,11,Private,Mecca,Self-Candidacy,447
male,Saudi,1,11,Private,Mecca,Self-Candidacy,540
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,493
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,633
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,593
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,667
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,487
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553
male,Saudi,1,11,Governmental,Hudud-Shimaliyyah,Self-Candidacy,587
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,493
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
male,Saudi,1,11,Private,Hudud-Shimaliyyah,Self-Candidacy,553
male,Saudi,1,11,Private,Mecca,Self-Candidacy,653
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,693
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,640
female,Saudi,1,12,Governmental,Qaseem,Self-Candidacy,593
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
female,Saudi,1,11,Private,Eastern,Self-Candidacy,633
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,620
male,Saudi,1,11,Private,Eastern,Self-Candidacy,520
male,Saudi,1,11,Private,Eastern,Self-Candidacy,460
female,Saudi,1,11,Governmental,Bahah,Self-Candidacy,527
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520
female,Saudi,1,11,Governmental,Bahah,Self-Candidacy,487
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,473
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,587
male,Saudi,1,11,Private,Eastern,Self-Candidacy,607
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
female,Saudi,1,11,Governmental,Tabuk,Talented-Candidacy,640
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,587
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,587
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,560
male,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,447
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,693
female,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,553
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,607
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587
female,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,507
male,Saudi,1,11,Private,Riyadh,Talented-Candidacy,707
female,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,620
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,720
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553
male,Saudi,1,11,Private,Mecca,Self-Candidacy,553
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,487
female,Saudi,1,11,Private,Eastern,Self-Candidacy,707
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,653
male,Saudi,1,11,Private,Mecca,Self-Candidacy,753
male,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,620
male,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,553
female,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,620
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,540
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,587
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,507
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,460
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,460
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,553
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,680
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560
male,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,507
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,593
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,507
male,Saudi,1,11,Private,Eastern,Self-Candidacy,620
female,Saudi,1,11,Governmental,Bahah,Self-Candidacy,460
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,573
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,487
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,520
male,Saudi,1,11,Private,Mecca,Self-Candidacy,487
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,553
female,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,440
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,440
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,520
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,573
female,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,640
male,Saudi,1,11,Foreign,Riyadh,Self-Candidacy,633
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,560
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,447
male,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,367
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,520
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,493
female,Saudi,2,14,Governmental,Qaseem,Self-Candidacy,620
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,653
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,553
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,440
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,607
female,Saudi,1,11,Private,Eastern,Self-Candidacy,633
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,653
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,560
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,507
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,593
male,Saudi,1,11,Private,Tabuk,Self-Candidacy,607
female,Saudi,1,11,Private,Mecca,Self-Candidacy,387
male,Saudi,1,11,Private,Eastern,Self-Candidacy,520
male,Saudi,1,11,Private,Jawf,Talented-Candidacy,707
male,Saudi,1,11,Private,Jawf,Self-Candidacy,593
female,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,473
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,640
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,573
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,507
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,447
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,667
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,520
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,440
female,Saudi,1,11,Governmental,Bahah,Self-Candidacy,560
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,573
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,573
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,633
male,Saudi,1,11,Private,Madinah,Self-Candidacy,527
female,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,620
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,720
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520
female,Saudi,1,11,Private,Mecca,Self-Candidacy,593
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,607
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,593
male,Saudi,1,12,Governmental,Mecca,Talented-Candidacy,540
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,587
male,Saudi,1,11,Private,Mecca,Self-Candidacy,573
male,Saudi,1,11,Private,Eastern,Self-Candidacy,540
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,487
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,740
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,593
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,520
female,Saudi,1,11,Governmental,Hail,Self-Candidacy,620
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,633
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,607
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633
male,Saudi,1,11,Private,Mecca,Self-Candidacy,593
male,Saudi,1,11,Private,Eastern,Talented-Candidacy,620
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,553
female,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,587
male,Saudi,1,11,Private,Eastern,Self-Candidacy,573
male,Saudi,1,11,Private,Eastern,Self-Candidacy,507
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,653
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,520
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,640
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,440
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,620
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,607
female,Saudi,1,11,Governmental,Najran,Talented-Candidacy,427
female,Saudi,1,11,Private,Mecca,Self-Candidacy,540
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,640
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,607
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,527
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,573
female,Saudi,1,11,Private,Eastern,Self-Candidacy,693
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,607
male,Saudi,1,11,Private,Mecca,Self-Candidacy,493
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,553
female,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,607
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,553
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,447
male,Saudi,1,11,Private,Eastern,Self-Candidacy,553
male,Saudi,1,11,Foreign,Mecca,Self-Candidacy,680
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,447
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,573
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,680
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,640
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,607
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,720
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,593
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,560
female,Saudi,1,11,Governmental,Hudud-Shimaliyyah,Self-Candidacy,520
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,667
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,473
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,707
male,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,507
female,Saudi,1,11,Private,Tabuk,Self-Candidacy,707
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,473
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607
male,Saudi,1,11,Private,Mecca,Self-Candidacy,620
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,507
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,680
male,Saudi,1,11,Private,Mecca,Self-Candidacy,487
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,507
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,707
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,473
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,573
female,Saudi,2,14,Governmental,Mecca,Self-Candidacy,567
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,587
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,573
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,587
female,Saudi,1,11,Governmental,Hail,Self-Candidacy,553
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,493
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,520
female,Saudi,1,11,Private,Mecca,Self-Candidacy,587
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,707
male,Saudi,1,11,Private,Eastern,Self-Candidacy,427
male,Saudi,1,11,Private,Riyadh,Talented-Candidacy,493
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,473
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,447
male,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,493
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,520
female,Saudi,1,11,Foreign,Eastern,Self-Candidacy,520
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,593
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,540
female,Saudi,1,11,Private,Eastern,Self-Candidacy,607
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,653
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,460
male,Saudi,1,11,Private,Mecca,Self-Candidacy,473
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,620
male,Saudi,2,14,Governmental,Madinah,Talented-Candidacy,653
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,540
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,640
male,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,167
male,Saudi,1,11,Private,Mecca,Self-Candidacy,707
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,667
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,487
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,553
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,607
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,487
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,573
female,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,587
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,473
female,Saudi,1,11,Foreign,Eastern,Self-Candidacy,640
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,527
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,527
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,413
male,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,493
male,Saudi,1,11,Private,Jawf,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,633
female,Saudi,1,11,Private,Qaseem,Self-Candidacy,427
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,487
female,Saudi,1,11,Private,Eastern,Self-Candidacy,493
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,493
male,Saudi,1,11,Private,Jawf,Self-Candidacy,540
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,560
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653
female,Saudi,1,11,Private,Eastern,Self-Candidacy,620
female,Saudi,2,14,Private,Madinah,Self-Candidacy,687
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,733
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,553
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,473
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,460
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,487
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,633
female,Saudi,1,11,Private,Mecca,Self-Candidacy,640
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,540
female,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,507
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,507
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,753
male,Saudi,1,11,Private,Mecca,Self-Candidacy,507
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,593
male,Saudi,1,11,Foreign,Mecca,Self-Candidacy,633
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,587
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,487
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,553
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,527
male,Saudi,2,14,Private,Madinah,Self-Candidacy,613
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,540
female,Saudi,1,11,Private,Mecca,Self-Candidacy,620
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,447
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,473
female,Saudi,1,11,Private,Mecca,Self-Candidacy,507
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,560
female,Saudi,1,11,Foreign,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560
female,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,520
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,493
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,520
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,487
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,607
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,487
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,587
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,620
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,487
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,447
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,487
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,473
male,Saudi,1,11,Private,Eastern,Self-Candidacy,487
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,593
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,640
male,Saudi,1,11,Private,Hail,Self-Candidacy,427
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
male,Saudi,1,11,Private,Eastern,Self-Candidacy,680
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,640
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,587
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,487
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,427
male,Saudi,1,11,Private,Hudud-Shimaliyyah,Self-Candidacy,400
male,Saudi,1,11,Private,Mecca,Self-Candidacy,680
female,Saudi,1,11,Private,Mecca,Self-Candidacy,573
male,Saudi,1,11,Private,Eastern,Self-Candidacy,507
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,440
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,507
male,Saudi,1,11,Private,Mecca,Self-Candidacy,667
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,527
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,573
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,587
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,520
male,Saudi,1,11,Private,Eastern,Self-Candidacy,633
male,Saudi,1,11,Private,Mecca,Self-Candidacy,387
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
female,Saudi,1,11,Private,Mecca,Self-Candidacy,493
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,620
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,573
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,553
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,667
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,440
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,507
female,Saudi,1,11,Private,Mecca,Self-Candidacy,507
male,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,520
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,493
male,Saudi,1,11,Private,Mecca,Self-Candidacy,460
female,Saudi,1,11,Private,Mecca,Talented-Candidacy,620
female,Saudi,1,11,Private,Mecca,Self-Candidacy,493
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,753
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,460
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,633
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,540
male,Saudi,1,11,Private,Eastern,Self-Candidacy,540
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,540
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,493
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,507
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,573
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,607
female,Saudi,1,11,Private,Hail,Self-Candidacy,560
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,493
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,440
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653
female,Saudi,1,11,Governmental,Jawf,Self-Candidacy,493
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,560
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,487
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,507
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,413
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,493
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,447
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,593
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,447
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,640
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,540
male,Saudi,1,11,Private,Riyadh,Talented-Candidacy,680
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,527
female,Saudi,2,14,Governmental,Eastern,Self-Candidacy,687
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,473
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,447
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,593
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,520
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
male,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,787
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,587
female,Saudi,1,11,Private,Riyadh,Talented-Candidacy,733
male,Saudi,1,11,Foreign,Jazan,Self-Candidacy,520
female,Saudi,1,11,Private,Mecca,Self-Candidacy,527
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,587
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,607
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,447
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,387
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,553
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,593
female,Saudi,1,11,Private,Eastern,Self-Candidacy,573
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,493
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,507
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,427
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,1,11,Foreign,Eastern,Self-Candidacy,507
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,507
male,Saudi,1,11,Private,Mecca,Self-Candidacy,587
male,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,540
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,733
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,553
female,Saudi,1,11,Private,Eastern,Talented-Candidacy,540
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,540
female,Saudi,1,11,Private,Mecca,Talented-Candidacy,540
female,Saudi,1,12,Governmental,Riyadh,Talented-Candidacy,680
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,487
female,Saudi,1,11,Private,Eastern,Self-Candidacy,707
male,Saudi,1,11,Private,Mecca,Self-Candidacy,473
male,Saudi,2,13,Governmental,Jazan,Self-Candidacy,660
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,633
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,633
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,427
female,Saudi,1,11,Private,Qaseem,Self-Candidacy,720
